index,episode_name,date,description,factcheck,length,name,role,message,talkshow,party,media,group
1470,Markus Lanz vom 22. März 2023,2023-03-22,"Zu Gast: Politiker Konstantin Kuhle, Journalistin Eva Quadbeck, China-Experte Felix Lee und Journalist Elmar Theveßen",false,75,Konstantin Kuhle,Politiker,Der stellvertretende Vorsitzende der FDP-Bundestagsfraktion fordert einen schärferen Umgang mit China und kommentiert den Haushaltsstreit in der Ampelkoalition.,markuslanz,FDP,,Politik
1471,Markus Lanz vom 22. März 2023,2023-03-22,"Zu Gast: Politiker Konstantin Kuhle, Journalistin Eva Quadbeck, China-Experte Felix Lee und Journalist Elmar Theveßen",false,75,Eva Quadbeck,Journalistin,"Die Chefredakteurin vom ""RedaktionsNetzwerk Deutschland"" bewertet die Reform des Bundestags-Wahlrechts und die Streitpunkte der Ampelkoalition.",markuslanz,,RND,Journalismus
1472,Markus Lanz vom 22. März 2023,2023-03-22,"Zu Gast: Politiker Konstantin Kuhle, Journalistin Eva Quadbeck, China-Experte Felix Lee und Journalist Elmar Theveßen",false,75,Felix Lee,China-Experte,"Der Wirtschaftsjournalist von ""Table.Media"" analysiert das Treffen von Xi Jinping und Wladimir Putin in Moskau sowie Chinas Einfluss in Deutschland.",markuslanz,,Table.Media,Journalismus
1473,Markus Lanz vom 22. März 2023,2023-03-22,"Zu Gast: Politiker Konstantin Kuhle, Journalistin Eva Quadbeck, China-Experte Felix Lee und Journalist Elmar Theveßen",false,75,Elmar Theveßen,Journalist,Der Leiter des ZDF-Studios Washington spricht über den kritischen Blick der USA auf Xi Jinpings Treffen mit Wladimir Putin und die Zusammenarbeit zwischen China und Russland.,markuslanz,,ZDF,Journalismus
1474,Markus Lanz vom 10. Oktober 2023,2023-10-10,"Zu Gast: SPD-Generalsekretär Kevin Kühnert, CDU-Generalsekretär Carsten Linnemann, Journalistin Eva Quadbeck, Soziologin Melody Sucharewicz und Politologe Carlo Masala",false,77,Kevin Kühnert,SPD-Generalsekretär,"Der Sozialdemokrat äußert sich zum aufflammenden Nahost-Konflikt, dem Umgang mit Hamas- und Hisbollah-Unterstützern in Deutschland und den Lehren aus dem SPD-Wahldebakel in Hessen und Bayern.",markuslanz,SPD,,Politik
1475,Markus Lanz vom 10. Oktober 2023,2023-10-10,"Zu Gast: SPD-Generalsekretär Kevin Kühnert, CDU-Generalsekretär Carsten Linnemann, Journalistin Eva Quadbeck, Soziologin Melody Sucharewicz und Politologe Carlo Masala",false,77,Carsten Linnemann,CDU-Generalsekretär,"Er nimmt Stellung zur Debatte um EU-Entwicklungshilfen an Palästinensergebiete und zum Unions-Angebot an die Ampel-Regierung, in der Migrationspolitik zusammenzuarbeiten.",markuslanz,CDU,,Politik
1476,Markus Lanz vom 10. Oktober 2023,2023-10-10,"Zu Gast: SPD-Generalsekretär Kevin Kühnert, CDU-Generalsekretär Carsten Linnemann, Journalistin Eva Quadbeck, Soziologin Melody Sucharewicz und Politologe Carlo Masala",false,77,Eva Quadbeck,Journalistin,"Die Chefredakteurin vom ""RedaktionsNetzwerk Deutschland"" spricht über die bundespolitischen Folgen der Landtagswahlen vom Wochenende sowie über die deutsch-israelischen Beziehungen.",markuslanz,,RND,Journalismus
1477,Markus Lanz vom 10. Oktober 2023,2023-10-10,"Zu Gast: SPD-Generalsekretär Kevin Kühnert, CDU-Generalsekretär Carsten Linnemann, Journalistin Eva Quadbeck, Soziologin Melody Sucharewicz und Politologe Carlo Masala",false,77,Melody Sucharewicz,Soziologin,"1999 wanderte sie nach Israel aus. Zugeschaltet aus Tel Aviv informiert sie über die Lage: ""Es ist nicht übertrieben zu sagen, dies sei unser 11. September, es ist die lebende Hölle"".",markuslanz,,,Soziales
1478,Markus Lanz vom 10. Oktober 2023,2023-10-10,"Zu Gast: SPD-Generalsekretär Kevin Kühnert, CDU-Generalsekretär Carsten Linnemann, Journalistin Eva Quadbeck, Soziologin Melody Sucharewicz und Politologe Carlo Masala",false,77,Carlo Masala,Politologe,Nach dem Hamas-Angriff bereitet Israel offenbar eine Großoffensive vor. Der Militär-Experte skizziert mögliche Kriegsstrategien und erklärt zudem die Strukturen innerhalb der Hamas.,markuslanz,,,Geisteswissenschaft
1479,Markus Lanz vom 6. Februar 2025,2025-02-06,"Zum laufenden Wahlkampf, von einer erfolgreichen Migrations- und Wirtschaftspolitik sowie über den herausfordernden Weg zu einer Regierungsbildung nach der Wahl.",false,75,Wolfgang Schmidt,Kanzleramtschef,"Viele Jahre hielt er Olaf Scholz den Rücken frei. Nun kandidiert er selbst für den Bundestag. Er äußert sich zum laufenden Wahlkampf und sagt, wie er die SPD zum Wahlsieger machen möchte.",markuslanz,SPD,,Politik
1480,Markus Lanz vom 6. Februar 2025,2025-02-06,"Zum laufenden Wahlkampf, von einer erfolgreichen Migrations- und Wirtschaftspolitik sowie über den herausfordernden Weg zu einer Regierungsbildung nach der Wahl.",false,75,Jens Spahn,Unionsfraktionsvize,Der CDU-Politiker erklärt das Vorgehen seiner Partei im Bundestag in der vergangenen Woche und spricht über seine Vorstellung von einer erfolgreichen Migrations- und Wirtschaftspolitik.,markuslanz,CDU,,Politik
1481,Markus Lanz vom 6. Februar 2025,2025-02-06,"Zum laufenden Wahlkampf, von einer erfolgreichen Migrations- und Wirtschaftspolitik sowie über den herausfordernden Weg zu einer Regierungsbildung nach der Wahl.",false,75,Eva Quadbeck,Journalistin,"Die Chefredakteurin des ""RedaktionsNetzwerk Deutschland"" ordnet die aktuelle politische Debatte ein und skizziert den herausfordernden Weg zu einer Regierungsbildung nach der Wahl.",markuslanz,,RND,Journalismus
1482,Markus Lanz vom 11. Juli 2023,2023-07-11,"Zu Gast: Politikerin Steffi Lemke, Journalist Michael Bröcker, Militärexperte Sönke Neitzel und Bürgerrechtlerin Irina Scherbakowa",false,74,Steffi Lemke,Politikerin,Die grüne Bundesumweltministerin nimmt Stellung zur zunehmenden Kritik an der Klima- und Energiepolitik der Bundesregierung sowie zu ihren umweltpolitischen Plänen.,markuslanz,B90G,,Politik
1483,Markus Lanz vom 11. Juli 2023,2023-07-11,"Zu Gast: Politikerin Steffi Lemke, Journalist Michael Bröcker, Militärexperte Sönke Neitzel und Bürgerrechtlerin Irina Scherbakowa",false,74,Michael Bröcker,Journalist,"Der ""The Pioneer""-Chefredakteur äußert sich zur Krise der Grünen und legt dar, wie die Partei diese überwinden könnte. Zudem spricht er über das Wirken Lemkes als Mitglied des Bundeskabinetts.",markuslanz,,The Pioneer,Journalismus
1484,Markus Lanz vom 11. Juli 2023,2023-07-11,"Zu Gast: Politikerin Steffi Lemke, Journalist Michael Bröcker, Militärexperte Sönke Neitzel und Bürgerrechtlerin Irina Scherbakowa",false,74,Sönke Neitzel,Militärexperte,Er informiert über den in Vilnius laufenden NATO-Gipfel sowie über Hintergründe und Folgen des geplanten schwedischen Beitritts in das europäisch-amerikanische Verteidigungsbündnis.,markuslanz,,,Militär
1485,Markus Lanz vom 11. Juli 2023,2023-07-11,"Zu Gast: Politikerin Steffi Lemke, Journalist Michael Bröcker, Militärexperte Sönke Neitzel und Bürgerrechtlerin Irina Scherbakowa",false,74,Irina Scherbakowa,Bürgerrechtlerin,"Die Mitbegründerin der russischen Menschenrechtsorganisation ""Memorial"" zeichnet ein aktuelles Stimmungsbild Russlands. Auch zur NATO-Perspektive der Ukraine äußert sie sich.",markuslanz,,,Recht
1486,Markus Lanz vom 21. Februar 2024,2024-02-22,Zu Gast: die Politiker Johannes Winkel und Philipp Türmer,false,45,Johannes Winkel,Politiker,"Der JU-Vorsitzende erläutert, welche großen Reformen aus seiner Sicht nötig sind, um den deutschen Wohlstand zu erhalten, und was die Schuldenbremse mit Generationengerechtigkeit zu tun hat.",markuslanz,CDU,,Politik
1487,Markus Lanz vom 21. Februar 2024,2024-02-22,Zu Gast: die Politiker Johannes Winkel und Philipp Türmer,false,45,Philipp Türmer,Politiker,"Der Juso-Vorsitzende beschreibt, wie er sich Verteilungsgerechtigkeit in Deutschland vorstellt und warum er massive staatliche Investitionen für notwendig hält.",markuslanz,SPD,,Politik
1488,Markus Lanz vom 19. Juni 2024,2024-06-19,"Zu Gast: CSU-Vorsitzender Markus Söder, Sportjournalist Marcel Reif, Fußballexpertin Lena Cassel und Ex-Nationalspieler Dietmar Hamann",false,61,Markus Söder,CSU-Vorsitzender,"Der Ministerpräsident von Bayern äußert sich zu den Herausforderungen der Inneren Sicherheit. Und er erzählt, wie er als Fußballfan die EM verfolgt und auf die deutsche Mannschaft blickt.",markuslanz,CSU,,Politik
1489,Markus Lanz vom 19. Juni 2024,2024-06-19,"Zu Gast: CSU-Vorsitzender Markus Söder, Sportjournalist Marcel Reif, Fußballexpertin Lena Cassel und Ex-Nationalspieler Dietmar Hamann",false,61,Marcel Reif,Sportjournalist,Er kommentiert die Leistung der deutschen Nationalelf und die Strategie ihres Trainers Julian Nagelsmann in der EM-Partie gegen Ungarn.,markuslanz,,,Journalismus
1490,Markus Lanz vom 19. Juni 2024,2024-06-19,"Zu Gast: CSU-Vorsitzender Markus Söder, Sportjournalist Marcel Reif, Fußballexpertin Lena Cassel und Ex-Nationalspieler Dietmar Hamann",false,61,Lena Cassel,Fußballexpertin,"Die Sportjournalistin und Moderatorin analysiert die Spiele der EM-Gruppen A und B des heutigen Spieltages. Zudem geht sie der Frage nach, wie politisch Fußball sein darf.",markuslanz,,,Sport
1491,Markus Lanz vom 19. Juni 2024,2024-06-19,"Zu Gast: CSU-Vorsitzender Markus Söder, Sportjournalist Marcel Reif, Fußballexpertin Lena Cassel und Ex-Nationalspieler Dietmar Hamann",false,61,Dietmar Hamann,Ex-Nationalspieler,Er spricht über die Perspektiven des deutschen Kaders im weiteren Turnierverlauf. Ferner äußert er sich zur gesellschaftlichen Bedeutung des Fußballsports.,markuslanz,,,Sport
1492,Markus Lanz vom 20. November 2024,2024-11-20,"Über die Diskussion um den SPD-Kanzlerkandidaten u. Karl Lauterbachs Arbeit als Gesundheitsminister, über die Lage in der Ukraine, welche politischen Interessen in den USA, Russland u. China maßgeblich für Entwicklungen in der Ukraine sein könnten.",false,75,Karl Lauterbach,SPD-Politiker,"Der Bundesgesundheitsminister erklärt, warum Olaf Scholz für ihn der ideale Kanzlerkandidat ist und wie es gelingen soll, seine Krankenhausreform noch in dieser Legislatur zu verabschieden.",markuslanz,SPD,,Politik
1493,Markus Lanz vom 20. November 2024,2024-11-20,"Über die Diskussion um den SPD-Kanzlerkandidaten u. Karl Lauterbachs Arbeit als Gesundheitsminister, über die Lage in der Ukraine, welche politischen Interessen in den USA, Russland u. China maßgeblich für Entwicklungen in der Ukraine sein könnten.",false,75,Michael Bröcker,Journalist,"Der Chefredakteur von ""Table.Media"" liefert eine Einordnung der Diskussion um den SPD-Kanzlerkandidaten und bilanziert Karl Lauterbachs Arbeit als Gesundheitsminister.",markuslanz,,Table.Media,Journalismus
1494,Markus Lanz vom 20. November 2024,2024-11-20,"Über die Diskussion um den SPD-Kanzlerkandidaten u. Karl Lauterbachs Arbeit als Gesundheitsminister, über die Lage in der Ukraine, welche politischen Interessen in den USA, Russland u. China maßgeblich für Entwicklungen in der Ukraine sein könnten.",false,75,Olivia Kortas,Journalistin,"Die Kiew-Korrespondentin der ""Zeit"" spricht über die Lage in der Ukraine und sagt, wie man vor Ort über Donald Trump und ein mögliches Friedensabkommen mit dem Aggressor Russland denkt.",markuslanz,,Zeit,Journalismus
1495,Markus Lanz vom 20. November 2024,2024-11-20,"Über die Diskussion um den SPD-Kanzlerkandidaten u. Karl Lauterbachs Arbeit als Gesundheitsminister, über die Lage in der Ukraine, welche politischen Interessen in den USA, Russland u. China maßgeblich für Entwicklungen in der Ukraine sein könnten.",false,75,Rüdiger von Fritsch,Ex-Botschafter,"Der frühere deutsche Botschafter in Moskau erläutert, welche politischen Interessen in den USA, Russland und China maßgeblich für Entwicklungen in der Ukraine sein könnten.",markuslanz,,,Internationales
1496,Markus Lanz vom 10. Mai 2023,2023-05-10,"Zu Gast: Politiker Johannes Vogel, Politiker Belit Onay, Landrätin Tanja Schweiger und Kommunalbeamter Matthias Schimpf",false,61,Johannes Vogel,Politiker,"Der FDP-Vize nimmt Stellung zum heutigen Flüchtlingsgipfel im Kanzleramt, zu den migrationspolitischen Herausforderungen sowie den asylpolitischen Konzepten der Liberalen.",markuslanz,FDP,,Politik
1497,Markus Lanz vom 10. Mai 2023,2023-05-10,"Zu Gast: Politiker Johannes Vogel, Politiker Belit Onay, Landrätin Tanja Schweiger und Kommunalbeamter Matthias Schimpf",false,61,Belit Onay,Politiker,"Der grüne Oberbürgermeister Hannovers kritisiert den Ton in der flüchtlingspolitischen Debatte und erläutert, wie Deutschland der Umbau zu einer Migrationsgesellschaft besser gelingen könnte.",markuslanz,B90G,,Politik
1498,Markus Lanz vom 10. Mai 2023,2023-05-10,"Zu Gast: Politiker Johannes Vogel, Politiker Belit Onay, Landrätin Tanja Schweiger und Kommunalbeamter Matthias Schimpf",false,61,Tanja Schweiger,Landrätin,Die Kommunalpolitikerin (Freie Wähler) spricht über die Situation der Menschen mit Asylbezug im Kreis Regensburg und legt ihre politischen Forderungen dar.,markuslanz,Freie Wähler,,Politik
1499,Markus Lanz vom 10. Mai 2023,2023-05-10,"Zu Gast: Politiker Johannes Vogel, Politiker Belit Onay, Landrätin Tanja Schweiger und Kommunalbeamter Matthias Schimpf",false,61,Matthias Schimpf,Kommunalbeamter,"Im südhessischen Bensheim managt er eine Zeltstadt, in der circa 600 Flüchtlinge zum Teil seit Monaten leben. ""Wir sind am Ende unserer Leistungsfähigkeit"", sagt er.",markuslanz,,,Sonstige
1500,Markus Lanz vom 10. Dezember 2024,2024-12-10,"Über die Wahlkampfstrategie der Grünen, die bundespolitische Debatte um eine Kehrtwende in der Asylpolitik sowie über die diffuse Situation in Syrien nach dem Sturz des Assad-Regimes.",false,76,Steffi Lemke,Bundesumweltministerin,"Die Politikerin (Bündnis 90/Die Grünen) spricht über die Wahlkampfstrategie ihrer Partei, Schwarz-Grün als Machtoption und den weiteren flüchtlingspolitischen Umgang mit Syrien.",markuslanz,B90G,,Politik
1501,Markus Lanz vom 10. Dezember 2024,2024-12-10,"Über die Wahlkampfstrategie der Grünen, die bundespolitische Debatte um eine Kehrtwende in der Asylpolitik sowie über die diffuse Situation in Syrien nach dem Sturz des Assad-Regimes.",false,76,Alexander Throm,CDU-Politiker,"""Flüchtlingsschutz ist ein Aufenthalt auf Zeit"", sagt der Unions-Innenpolitiker und nimmt Stellung zu Jens Spahns Forderung nach einem Startgeld von 1.000 Euro für Syrien-Heimkehrer.",markuslanz,CDU,,Politik
1502,Markus Lanz vom 10. Dezember 2024,2024-12-10,"Über die Wahlkampfstrategie der Grünen, die bundespolitische Debatte um eine Kehrtwende in der Asylpolitik sowie über die diffuse Situation in Syrien nach dem Sturz des Assad-Regimes.",false,76,Nikolaus Blome,Journalist,"Der Politikchef von ""RTL"" und ""ntv"" analysiert die bundespolitische Debatte um eine Kehrtwende in der Asylpolitik und blickt zudem auf den Bundestagswahlkampf.",markuslanz,,RTL,Journalismus
1503,Markus Lanz vom 10. Dezember 2024,2024-12-10,"Über die Wahlkampfstrategie der Grünen, die bundespolitische Debatte um eine Kehrtwende in der Asylpolitik sowie über die diffuse Situation in Syrien nach dem Sturz des Assad-Regimes.",false,76,Gerald Knaus,Migrationsexperte,"""Der Umsturz in Syrien könnte für die europäische Flüchtlingssituation ein Wendepunkt sein"", sagt er und erläutert, warum er übereilte Forderungen nach Rückkehrprämien kritisch sieht.",markuslanz,,,Inneres
1504,Markus Lanz vom 10. Dezember 2024,2024-12-10,"Über die Wahlkampfstrategie der Grünen, die bundespolitische Debatte um eine Kehrtwende in der Asylpolitik sowie über die diffuse Situation in Syrien nach dem Sturz des Assad-Regimes.",false,76,Alfred Hackensberger,Kriegsreporter,Zugeschaltet aus der nordsyrischen Stadt Qamischli liefert er ein Lage- und Stimmungsbild über die diffuse Situation in der Region nach dem Sturz des Assad-Regimes.,markuslanz,,,Journalismus
1505,Markus Lanz vom 10. Dezember 2024,2024-12-10,"Über die Wahlkampfstrategie der Grünen, die bundespolitische Debatte um eine Kehrtwende in der Asylpolitik sowie über die diffuse Situation in Syrien nach dem Sturz des Assad-Regimes.",false,76,Daniel Gerlach,Journalist,"Der Chefredakteur des Nahost-Magazins ""zenith"" äußert sich zu den geopolitischen Auswirkungen des Umsturzes in Syrien und zu Rebellenanführer Al-Dscholani.",markuslanz,,Zenith,Journalismus
1506,Markus Lanz vom 17. Mai 2023,2023-05-18,Zu Gast: Politikerin Ricarda Lang und Journalistin Kerstin Münstermann,false,46,Ricarda Lang,Politikerin,Die Grünen-Chefin nimmt Stellung zum Rücktritt des Energiestaatssekretärs und Habeck-Vertrauten Graichen. Zudem spricht sie über die energie- und klimapolitische Programmatik ihrer Partei.,markuslanz,B90G,,Politik
1507,Markus Lanz vom 17. Mai 2023,2023-05-18,Zu Gast: Politikerin Ricarda Lang und Journalistin Kerstin Münstermann,false,46,Kerstin Münstermann,Journalistin,"Die Politik-Expertin der ""Rheinischen Post"" äußert sich zu Hintergründen und Reaktionen auf die ""Trauzeugen-Affäre"". Und sie analysiert die Zusammenarbeit der Ampelkoalitionäre.",markuslanz,,Rheinische Post,Journalismus
1508,"Mehr Kriege, mehr Flüchtlinge – zurück zum Schlagbaum in Europa?",2024-10-17,"Zu Gast bei Maybrit Illner: Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident Sachsen, Migrationsforscher Gerald Knaus, Journalistin Kristina Dunz, Natalie Steger, Leiterin ZDF-Studio Warschau, ZDF-Rechtsexpertin Sarah Tacke. Die Kriege in der Ukraine und im Nahen Osten treiben immer mehr Menschen in die Flucht. Was kommt da auf Europa noch zu? Die Hoffnung, dass der europäische Asyl-Kompromiss die größten Probleme lösen kann, schwindet weiter. Noch bevor er 2026 umgesetzt wird, schaffen immer mehr Staaten nationale Grenzkontrollen. Auf Deutschlands Vorstoß reagierte Polen zuletzt scharf und will jetzt auch das europäische Asylrecht aussetzen.  Italiens Regierung bringt Flüchtlinge direkt von Lampedusa in albanische Abschiebelager, andere liebäugeln weiter mit Ruanda oder Kenia als Länder für ausgelagerte Asylverfahren. Wird auch Deutschland dem nun zustimmen? Oder rückt eine echte europäische Einigung in immer weitere Ferne? Könnte auch das Sicherheitspaket der Ampel am Freitag noch scheitern?  Bei Maybrit Illner diskutieren Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident von Sachsen, Migrationsforscher Gerald Knaus, Kristina Dunz vom „RedaktionsNetzwerkDeutschland“ sowie die Leiterin des ZDF-Studios in Warschau, Natalie Steger, und ZDF-Rechtsexpertin Sarah Tacke.",true,64,Omid Nouripour,Parteivorsitzender,,maybritillner,B90G,,Politik
1509,"Mehr Kriege, mehr Flüchtlinge – zurück zum Schlagbaum in Europa?",2024-10-17,"Zu Gast bei Maybrit Illner: Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident Sachsen, Migrationsforscher Gerald Knaus, Journalistin Kristina Dunz, Natalie Steger, Leiterin ZDF-Studio Warschau, ZDF-Rechtsexpertin Sarah Tacke. Die Kriege in der Ukraine und im Nahen Osten treiben immer mehr Menschen in die Flucht. Was kommt da auf Europa noch zu? Die Hoffnung, dass der europäische Asyl-Kompromiss die größten Probleme lösen kann, schwindet weiter. Noch bevor er 2026 umgesetzt wird, schaffen immer mehr Staaten nationale Grenzkontrollen. Auf Deutschlands Vorstoß reagierte Polen zuletzt scharf und will jetzt auch das europäische Asylrecht aussetzen.  Italiens Regierung bringt Flüchtlinge direkt von Lampedusa in albanische Abschiebelager, andere liebäugeln weiter mit Ruanda oder Kenia als Länder für ausgelagerte Asylverfahren. Wird auch Deutschland dem nun zustimmen? Oder rückt eine echte europäische Einigung in immer weitere Ferne? Könnte auch das Sicherheitspaket der Ampel am Freitag noch scheitern?  Bei Maybrit Illner diskutieren Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident von Sachsen, Migrationsforscher Gerald Knaus, Kristina Dunz vom „RedaktionsNetzwerkDeutschland“ sowie die Leiterin des ZDF-Studios in Warschau, Natalie Steger, und ZDF-Rechtsexpertin Sarah Tacke.",true,64,Michael Kretschmer,"Ministerpräsident Sachsen, stellv. CDU-Vorsitzender",,maybritillner,CDU,,Politik
1510,"Mehr Kriege, mehr Flüchtlinge – zurück zum Schlagbaum in Europa?",2024-10-17,"Zu Gast bei Maybrit Illner: Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident Sachsen, Migrationsforscher Gerald Knaus, Journalistin Kristina Dunz, Natalie Steger, Leiterin ZDF-Studio Warschau, ZDF-Rechtsexpertin Sarah Tacke. Die Kriege in der Ukraine und im Nahen Osten treiben immer mehr Menschen in die Flucht. Was kommt da auf Europa noch zu? Die Hoffnung, dass der europäische Asyl-Kompromiss die größten Probleme lösen kann, schwindet weiter. Noch bevor er 2026 umgesetzt wird, schaffen immer mehr Staaten nationale Grenzkontrollen. Auf Deutschlands Vorstoß reagierte Polen zuletzt scharf und will jetzt auch das europäische Asylrecht aussetzen.  Italiens Regierung bringt Flüchtlinge direkt von Lampedusa in albanische Abschiebelager, andere liebäugeln weiter mit Ruanda oder Kenia als Länder für ausgelagerte Asylverfahren. Wird auch Deutschland dem nun zustimmen? Oder rückt eine echte europäische Einigung in immer weitere Ferne? Könnte auch das Sicherheitspaket der Ampel am Freitag noch scheitern?  Bei Maybrit Illner diskutieren Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident von Sachsen, Migrationsforscher Gerald Knaus, Kristina Dunz vom „RedaktionsNetzwerkDeutschland“ sowie die Leiterin des ZDF-Studios in Warschau, Natalie Steger, und ZDF-Rechtsexpertin Sarah Tacke.",true,64,Gerald Knaus,"Migrationsforscher, Vorsitzender der Denkfabrik „Europäische Stabilitätsinitiative“ (ESI)",,maybritillner,,,Inneres
1511,"Mehr Kriege, mehr Flüchtlinge – zurück zum Schlagbaum in Europa?",2024-10-17,"Zu Gast bei Maybrit Illner: Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident Sachsen, Migrationsforscher Gerald Knaus, Journalistin Kristina Dunz, Natalie Steger, Leiterin ZDF-Studio Warschau, ZDF-Rechtsexpertin Sarah Tacke. Die Kriege in der Ukraine und im Nahen Osten treiben immer mehr Menschen in die Flucht. Was kommt da auf Europa noch zu? Die Hoffnung, dass der europäische Asyl-Kompromiss die größten Probleme lösen kann, schwindet weiter. Noch bevor er 2026 umgesetzt wird, schaffen immer mehr Staaten nationale Grenzkontrollen. Auf Deutschlands Vorstoß reagierte Polen zuletzt scharf und will jetzt auch das europäische Asylrecht aussetzen.  Italiens Regierung bringt Flüchtlinge direkt von Lampedusa in albanische Abschiebelager, andere liebäugeln weiter mit Ruanda oder Kenia als Länder für ausgelagerte Asylverfahren. Wird auch Deutschland dem nun zustimmen? Oder rückt eine echte europäische Einigung in immer weitere Ferne? Könnte auch das Sicherheitspaket der Ampel am Freitag noch scheitern?  Bei Maybrit Illner diskutieren Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident von Sachsen, Migrationsforscher Gerald Knaus, Kristina Dunz vom „RedaktionsNetzwerkDeutschland“ sowie die Leiterin des ZDF-Studios in Warschau, Natalie Steger, und ZDF-Rechtsexpertin Sarah Tacke.",true,64,Kristina Dunz,stellvertretende Leiterin Hauptstadtbüro „RedaktionsNetzwerkDeutschland“ (RND),,maybritillner,,RND,Journalismus
1512,"Mehr Kriege, mehr Flüchtlinge – zurück zum Schlagbaum in Europa?",2024-10-17,"Zu Gast bei Maybrit Illner: Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident Sachsen, Migrationsforscher Gerald Knaus, Journalistin Kristina Dunz, Natalie Steger, Leiterin ZDF-Studio Warschau, ZDF-Rechtsexpertin Sarah Tacke. Die Kriege in der Ukraine und im Nahen Osten treiben immer mehr Menschen in die Flucht. Was kommt da auf Europa noch zu? Die Hoffnung, dass der europäische Asyl-Kompromiss die größten Probleme lösen kann, schwindet weiter. Noch bevor er 2026 umgesetzt wird, schaffen immer mehr Staaten nationale Grenzkontrollen. Auf Deutschlands Vorstoß reagierte Polen zuletzt scharf und will jetzt auch das europäische Asylrecht aussetzen.  Italiens Regierung bringt Flüchtlinge direkt von Lampedusa in albanische Abschiebelager, andere liebäugeln weiter mit Ruanda oder Kenia als Länder für ausgelagerte Asylverfahren. Wird auch Deutschland dem nun zustimmen? Oder rückt eine echte europäische Einigung in immer weitere Ferne? Könnte auch das Sicherheitspaket der Ampel am Freitag noch scheitern?  Bei Maybrit Illner diskutieren Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident von Sachsen, Migrationsforscher Gerald Knaus, Kristina Dunz vom „RedaktionsNetzwerkDeutschland“ sowie die Leiterin des ZDF-Studios in Warschau, Natalie Steger, und ZDF-Rechtsexpertin Sarah Tacke.",true,64,Natalie Suzanne Steger,Leiterin ZDF-Studio Warschau,,maybritillner,,ZDF,Journalismus
1513,"Mehr Kriege, mehr Flüchtlinge – zurück zum Schlagbaum in Europa?",2024-10-17,"Zu Gast bei Maybrit Illner: Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident Sachsen, Migrationsforscher Gerald Knaus, Journalistin Kristina Dunz, Natalie Steger, Leiterin ZDF-Studio Warschau, ZDF-Rechtsexpertin Sarah Tacke. Die Kriege in der Ukraine und im Nahen Osten treiben immer mehr Menschen in die Flucht. Was kommt da auf Europa noch zu? Die Hoffnung, dass der europäische Asyl-Kompromiss die größten Probleme lösen kann, schwindet weiter. Noch bevor er 2026 umgesetzt wird, schaffen immer mehr Staaten nationale Grenzkontrollen. Auf Deutschlands Vorstoß reagierte Polen zuletzt scharf und will jetzt auch das europäische Asylrecht aussetzen.  Italiens Regierung bringt Flüchtlinge direkt von Lampedusa in albanische Abschiebelager, andere liebäugeln weiter mit Ruanda oder Kenia als Länder für ausgelagerte Asylverfahren. Wird auch Deutschland dem nun zustimmen? Oder rückt eine echte europäische Einigung in immer weitere Ferne? Könnte auch das Sicherheitspaket der Ampel am Freitag noch scheitern?  Bei Maybrit Illner diskutieren Grünen-Vorsitzender Omid Nouripour, Michael Kretschmer (CDU), Ministerpräsident von Sachsen, Migrationsforscher Gerald Knaus, Kristina Dunz vom „RedaktionsNetzwerkDeutschland“ sowie die Leiterin des ZDF-Studios in Warschau, Natalie Steger, und ZDF-Rechtsexpertin Sarah Tacke.",true,64,Sarah Tacke,ZDF-Rechtsexpertin,,maybritillner,,,Recht
